Numéro d'Étudiant,promotion,nom,prenom,date_naissance,email,telephone,adresse
2012000279,M1,Nom279,Prenom279,19/02/1997,prenom279.nom279@example.com,1558850755,Adresse279
2012000280,M0,Nom280,Prenom280,18/09/1987,prenom280.nom280@example.com,1158457534,Adresse280
2012000281,M1,Nom281,Prenom281,13/03/1987,prenom281.nom281@example.com,1012697353,Adresse281
2012000282,L0,Nom282,Prenom282,09/12/1981,prenom282.nom282@example.com,1491104691,Adresse282
2012000283,M0,Nom283,Prenom283,12/04/1994,prenom283.nom283@example.com,1587178832,Adresse283
2012000284,L2,Nom284,Prenom284,13/07/1986,prenom284.nom284@example.com,1789558763,Adresse284
2012000285,M0,Nom285,Prenom285,27/10/2003,prenom285.nom285@example.com,1505400759,Adresse285
2012000286,L2,Nom286,Prenom286,06/10/1988,prenom286.nom286@example.com,1847054016,Adresse286
2012000287,M1,Nom287,Prenom287,21/03/1994,prenom287.nom287@example.com,1228544295,Adresse287
2012000288,L2,Nom288,Prenom288,04/05/1985,prenom288.nom288@example.com,1582017306,Adresse288
2012000289,M1,Nom289,Prenom289,21/11/1991,prenom289.nom289@example.com,1691304207,Adresse289
2012000290,L2,Nom290,Prenom290,15/02/1999,prenom290.nom290@example.com,1143193664,Adresse290
2012000291,L2,Nom291,Prenom291,19/01/1994,prenom291.nom291@example.com,1602628032,Adresse291
2012000292,M1,Nom292,Prenom292,11/12/2003,prenom292.nom292@example.com,1103703991,Adresse292
2012000293,L2,Nom293,Prenom293,08/01/1989,prenom293.nom293@example.com,1521159320,Adresse293
2012000294,M1,Nom294,Prenom294,19/03/1995,prenom294.nom294@example.com,1793308457,Adresse294
2012000295,M0,Nom295,Prenom295,04/03/1980,prenom295.nom295@example.com,1547754338,Adresse295
2012000296,M0,Nom296,Prenom296,16/06/1992,prenom296.nom296@example.com,1039612412,Adresse296
2012000297,M0,Nom297,Prenom297,14/07/1987,prenom297.nom297@example.com,1419274148,Adresse297
2012000298,L1,Nom298,Prenom298,08/05/1997,prenom298.nom298@example.com,1858432312,Adresse298
2012000299,L2,Nom299,Prenom299,16/11/1986,prenom299.nom299@example.com,1896537631,Adresse299
2012000300,M1,Nom300,Prenom300,04/05/2003,prenom300.nom300@example.com,1541978187,Adresse300
2012000301,M1,Nom301,Prenom301,18/11/2004,prenom301.nom301@example.com,1427321702,Adresse301
2012000302,M0,Nom302,Prenom302,22/01/1987,prenom302.nom302@example.com,1119468275,Adresse302
2012000303,L1,Nom303,Prenom303,12/04/1999,prenom303.nom303@example.com,1131466707,Adresse303
2012000304,L0,Nom304,Prenom304,25/01/1983,prenom304.nom304@example.com,1671117624,Adresse304
2012000305,L1,Nom305,Prenom305,10/08/1985,prenom305.nom305@example.com,1560100291,Adresse305
2012000306,M1,Nom306,Prenom306,23/12/1999,prenom306.nom306@example.com,1889059775,Adresse306
2012000307,M1,Nom307,Prenom307,20/12/2002,prenom307.nom307@example.com,1684652073,Adresse307
2012000308,L0,Nom308,Prenom308,05/11/2004,prenom308.nom308@example.com,1048354543,Adresse308
2012000309,M0,Nom309,Prenom309,10/05/1980,prenom309.nom309@example.com,1313304915,Adresse309
2012000310,M1,Nom310,Prenom310,14/01/1998,prenom310.nom310@example.com,1746573010,Adresse310
2012000311,L2,Nom311,Prenom311,04/03/1990,prenom311.nom311@example.com,1500834640,Adresse311
2012000312,L1,Nom312,Prenom312,10/01/1995,prenom312.nom312@example.com,1247752713,Adresse312
2012000313,L0,Nom313,Prenom313,18/03/1983,prenom313.nom313@example.com,1349973795,Adresse313
2012000314,M0,Nom314,Prenom314,24/04/1983,prenom314.nom314@example.com,1399149904,Adresse314
2012000315,L1,Nom315,Prenom315,26/06/1995,prenom315.nom315@example.com,1603526638,Adresse315
2012000316,L2,Nom316,Prenom316,10/05/1996,prenom316.nom316@example.com,1052990407,Adresse316
2012000317,M1,Nom317,Prenom317,18/02/1980,prenom317.nom317@example.com,1481842925,Adresse317
2012000318,L0,Nom318,Prenom318,01/03/2004,prenom318.nom318@example.com,1527302239,Adresse318
2012000319,M0,Nom319,Prenom319,21/04/1998,prenom319.nom319@example.com,1633325070,Adresse319
2012000320,L1,Nom320,Prenom320,06/07/2004,prenom320.nom320@example.com,1409890448,Adresse320
2012000321,M0,Nom321,Prenom321,03/03/1985,prenom321.nom321@example.com,1193147670,Adresse321
2012000322,M0,Nom322,Prenom322,15/08/1983,prenom322.nom322@example.com,1206832251,Adresse322
2012000323,L2,Nom323,Prenom323,03/12/1986,prenom323.nom323@example.com,1125468933,Adresse323
2012000324,L2,Nom324,Prenom324,13/12/2002,prenom324.nom324@example.com,1119821744,Adresse324
2012000325,M0,Nom325,Prenom325,01/09/2003,prenom325.nom325@example.com,1199383693,Adresse325
2012000326,L1,Nom326,Prenom326,01/07/1988,prenom326.nom326@example.com,1579812346,Adresse326
2012000327,L0,Nom327,Prenom327,05/02/1992,prenom327.nom327@example.com,1819239931,Adresse327
2012000328,L1,Nom328,Prenom328,15/05/2001,prenom328.nom328@example.com,1257232364,Adresse328
2012000329,L0,Nom329,Prenom329,14/07/1996,prenom329.nom329@example.com,1847866050,Adresse329
2012000330,L1,Nom330,Prenom330,06/02/1993,prenom330.nom330@example.com,1215809207,Adresse330
2012000331,L2,Nom331,Prenom331,28/09/1980,prenom331.nom331@example.com,1644422370,Adresse331
2012000332,M1,Nom332,Prenom332,13/07/1981,prenom332.nom332@example.com,1593420693,Adresse332
2012000333,M1,Nom333,Prenom333,18/06/1980,prenom333.nom333@example.com,1032224437,Adresse333
2012000334,L2,Nom334,Prenom334,27/03/1988,prenom334.nom334@example.com,1670835823,Adresse334
2012000335,L0,Nom335,Prenom335,21/06/1994,prenom335.nom335@example.com,1323064901,Adresse335
2012000336,L0,Nom336,Prenom336,08/07/1982,prenom336.nom336@example.com,1561492905,Adresse336
2012000337,M1,Nom337,Prenom337,01/12/1992,prenom337.nom337@example.com,1510718468,Adresse337
2012000338,L1,Nom338,Prenom338,03/06/1981,prenom338.nom338@example.com,1261815301,Adresse338
2012000339,M0,Nom339,Prenom339,24/09/1987,prenom339.nom339@example.com,1025777817,Adresse339
2012000340,L1,Nom340,Prenom340,28/10/1987,prenom340.nom340@example.com,1290519014,Adresse340
2012000341,L0,Nom341,Prenom341,11/07/1991,prenom341.nom341@example.com,1287458174,Adresse341
2012000342,L1,Nom342,Prenom342,14/09/1995,prenom342.nom342@example.com,1018894839,Adresse342
2012000343,M1,Nom343,Prenom343,12/12/1994,prenom343.nom343@example.com,1051808448,Adresse343
2012000344,M1,Nom344,Prenom344,12/11/1998,prenom344.nom344@example.com,1428940880,Adresse344
2012000345,M1,Nom345,Prenom345,11/01/1993,prenom345.nom345@example.com,1388791381,Adresse345
2012000346,L0,Nom346,Prenom346,26/03/1990,prenom346.nom346@example.com,1167460304,Adresse346
2012000347,L2,Nom347,Prenom347,21/01/1980,prenom347.nom347@example.com,1212647733,Adresse347
2012000348,L2,Nom348,Prenom348,04/04/2003,prenom348.nom348@example.com,1057055663,Adresse348
2012000349,M0,Nom349,Prenom349,02/09/1993,prenom349.nom349@example.com,1361687611,Adresse349
2012000350,L0,Nom350,Prenom350,27/06/1983,prenom350.nom350@example.com,1749673924,Adresse350
2012000351,M1,Nom351,Prenom351,16/11/1980,prenom351.nom351@example.com,1399528664,Adresse351
2012000352,M1,Nom352,Prenom352,10/07/1996,prenom352.nom352@example.com,1349733276,Adresse352
2012000353,L1,Nom353,Prenom353,24/01/1999,prenom353.nom353@example.com,1794979015,Adresse353
2012000354,L1,Nom354,Prenom354,03/11/1996,prenom354.nom354@example.com,1134570083,Adresse354
2012000355,L2,Nom355,Prenom355,19/04/1993,prenom355.nom355@example.com,1847974007,Adresse355
2012000356,M0,Nom356,Prenom356,06/02/1995,prenom356.nom356@example.com,1385367558,Adresse356
2012000357,L2,Nom357,Prenom357,18/07/1986,prenom357.nom357@example.com,1493843401,Adresse357
2012000358,L2,Nom358,Prenom358,25/03/2003,prenom358.nom358@example.com,1441852470,Adresse358
2012000359,M1,Nom359,Prenom359,22/10/1984,prenom359.nom359@example.com,1735080420,Adresse359
2012000360,M1,Nom360,Prenom360,18/02/1988,prenom360.nom360@example.com,1810139527,Adresse360
2012000361,M1,Nom361,Prenom361,15/12/2001,prenom361.nom361@example.com,1684526400,Adresse361
2012000362,L0,Nom362,Prenom362,19/06/1980,prenom362.nom362@example.com,1141380408,Adresse362
2012000363,M0,Nom363,Prenom363,08/12/1993,prenom363.nom363@example.com,1816660237,Adresse363
2012000364,L0,Nom364,Prenom364,06/08/1980,prenom364.nom364@example.com,1468363820,Adresse364
2012000365,L2,Nom365,Prenom365,03/10/1981,prenom365.nom365@example.com,1470726799,Adresse365
2012000366,L2,Nom366,Prenom366,19/10/1992,prenom366.nom366@example.com,1505932085,Adresse366
2012000367,M0,Nom367,Prenom367,02/06/1988,prenom367.nom367@example.com,1192400399,Adresse367
2012000368,M0,Nom368,Prenom368,06/07/2005,prenom368.nom368@example.com,1886986797,Adresse368
2012000369,M1,Nom369,Prenom369,05/03/1995,prenom369.nom369@example.com,1585880820,Adresse369
2012000370,L0,Nom370,Prenom370,18/10/1989,prenom370.nom370@example.com,1376168371,Adresse370
2012000371,M1,Nom371,Prenom371,17/08/1983,prenom371.nom371@example.com,1179627731,Adresse371
2012000372,L1,Nom372,Prenom372,13/06/1995,prenom372.nom372@example.com,1015822131,Adresse372
2012000373,M1,Nom373,Prenom373,21/02/1991,prenom373.nom373@example.com,1765845909,Adresse373
2012000374,L0,Nom374,Prenom374,02/01/1982,prenom374.nom374@example.com,1672132889,Adresse374
2012000375,L2,Nom375,Prenom375,28/06/1999,prenom375.nom375@example.com,1601870955,Adresse375
2012000376,L1,Nom376,Prenom376,20/02/1980,prenom376.nom376@example.com,1814812094,Adresse376
2012000377,L2,Nom377,Prenom377,09/10/1993,prenom377.nom377@example.com,1419047185,Adresse377
2012000378,L2,Nom378,Prenom378,15/12/1989,prenom378.nom378@example.com,1209678381,Adresse378
2012000379,M0,Nom379,Prenom379,22/09/2000,prenom379.nom379@example.com,1583670728,Adresse379
2012000380,L2,Nom380,Prenom380,02/08/1995,prenom380.nom380@example.com,1289741192,Adresse380
2012000381,M1,Nom381,Prenom381,09/09/1987,prenom381.nom381@example.com,1650280849,Adresse381
2012000382,L2,Nom382,Prenom382,24/07/1999,prenom382.nom382@example.com,1840648842,Adresse382
2012000383,L0,Nom383,Prenom383,22/01/1982,prenom383.nom383@example.com,1232846081,Adresse383
2012000384,M0,Nom384,Prenom384,01/05/1996,prenom384.nom384@example.com,1704466652,Adresse384
2012000385,M1,Nom385,Prenom385,17/10/2000,prenom385.nom385@example.com,1177706025,Adresse385
2012000386,M1,Nom386,Prenom386,04/09/1997,prenom386.nom386@example.com,1537686527,Adresse386
2012000387,M0,Nom387,Prenom387,10/09/1986,prenom387.nom387@example.com,1541454423,Adresse387
2012000388,L1,Nom388,Prenom388,24/01/1983,prenom388.nom388@example.com,1667420727,Adresse388
2012000389,L0,Nom389,Prenom389,01/06/1986,prenom389.nom389@example.com,1860019912,Adresse389
2012000390,M0,Nom390,Prenom390,23/05/1985,prenom390.nom390@example.com,1093256780,Adresse390
2012000391,M0,Nom391,Prenom391,27/09/2000,prenom391.nom391@example.com,1650675216,Adresse391
2012000392,L2,Nom392,Prenom392,09/05/1990,prenom392.nom392@example.com,1347270629,Adresse392
2012000393,M1,Nom393,Prenom393,02/05/2000,prenom393.nom393@example.com,1748232450,Adresse393
2012000394,L1,Nom394,Prenom394,11/11/1990,prenom394.nom394@example.com,1078206141,Adresse394
2012000395,L1,Nom395,Prenom395,20/03/1984,prenom395.nom395@example.com,1507522284,Adresse395
2012000396,M1,Nom396,Prenom396,10/10/2004,prenom396.nom396@example.com,1840764179,Adresse396
2012000397,L0,Nom397,Prenom397,02/09/1991,prenom397.nom397@example.com,1773840998,Adresse397
2012000398,M1,Nom398,Prenom398,22/07/1987,prenom398.nom398@example.com,1586855606,Adresse398
2012000399,M1,Nom399,Prenom399,27/11/1989,prenom399.nom399@example.com,1230880959,Adresse399
2012000400,L0,Nom400,Prenom400,24/03/1990,prenom400.nom400@example.com,1200761872,Adresse400
2012000401,M1,Nom401,Prenom401,12/05/1986,prenom401.nom401@example.com,1184676184,Adresse401
2012000402,L1,Nom402,Prenom402,05/10/1998,prenom402.nom402@example.com,1188694438,Adresse402
2012000403,L2,Nom403,Prenom403,23/02/1982,prenom403.nom403@example.com,1560843999,Adresse403
2012000404,L1,Nom404,Prenom404,13/05/1992,prenom404.nom404@example.com,1579431922,Adresse404
2012000405,L0,Nom405,Prenom405,13/03/1982,prenom405.nom405@example.com,1445276620,Adresse405
2012000406,M0,Nom406,Prenom406,09/11/1999,prenom406.nom406@example.com,1824031588,Adresse406
2012000407,M1,Nom407,Prenom407,14/12/1990,prenom407.nom407@example.com,1151668945,Adresse407
2012000408,M1,Nom408,Prenom408,19/06/2001,prenom408.nom408@example.com,1313316308,Adresse408
2012000409,M1,Nom409,Prenom409,06/05/1983,prenom409.nom409@example.com,1786191353,Adresse409
2012000410,L0,Nom410,Prenom410,26/01/1998,prenom410.nom410@example.com,1635430116,Adresse410
2012000411,M0,Nom411,Prenom411,07/09/2000,prenom411.nom411@example.com,1098977449,Adresse411
2012000412,M0,Nom412,Prenom412,24/12/1980,prenom412.nom412@example.com,1757990760,Adresse412
2012000413,M0,Nom413,Prenom413,15/10/2005,prenom413.nom413@example.com,1877162294,Adresse413
2012000414,L1,Nom414,Prenom414,12/03/1995,prenom414.nom414@example.com,1478898383,Adresse414
2012000415,M0,Nom415,Prenom415,19/07/1988,prenom415.nom415@example.com,1041596799,Adresse415
2012000416,M1,Nom416,Prenom416,21/08/1988,prenom416.nom416@example.com,1218989722,Adresse416
2012000417,L1,Nom417,Prenom417,12/07/2001,prenom417.nom417@example.com,1234779438,Adresse417
2012000418,L0,Nom418,Prenom418,14/07/1997,prenom418.nom418@example.com,1501874834,Adresse418
2012000419,L0,Nom419,Prenom419,24/12/1987,prenom419.nom419@example.com,1691476587,Adresse419
2012000420,L2,Nom420,Prenom420,20/05/2001,prenom420.nom420@example.com,1391059687,Adresse420
2012000421,M0,Nom421,Prenom421,08/12/1990,prenom421.nom421@example.com,1728300915,Adresse421
2012000422,L0,Nom422,Prenom422,05/08/1994,prenom422.nom422@example.com,1296038063,Adresse422
2012000423,M1,Nom423,Prenom423,15/10/1980,prenom423.nom423@example.com,1629276301,Adresse423
2012000424,M1,Nom424,Prenom424,18/12/1987,prenom424.nom424@example.com,1852036525,Adresse424
2012000425,M0,Nom425,Prenom425,07/09/1995,prenom425.nom425@example.com,1503652799,Adresse425
2012000426,L2,Nom426,Prenom426,03/07/2004,prenom426.nom426@example.com,1263660596,Adresse426
2012000427,M1,Nom427,Prenom427,20/10/1986,prenom427.nom427@example.com,1241234119,Adresse427
2012000428,M0,Nom428,Prenom428,09/01/1984,prenom428.nom428@example.com,1220810201,Adresse428
2012000429,L0,Nom429,Prenom429,22/11/1991,prenom429.nom429@example.com,1765748482,Adresse429
2012000430,M0,Nom430,Prenom430,05/01/1988,prenom430.nom430@example.com,1058601978,Adresse430
2012000431,M0,Nom431,Prenom431,25/07/1984,prenom431.nom431@example.com,1414960782,Adresse431
2012000432,M0,Nom432,Prenom432,08/10/1986,prenom432.nom432@example.com,1538716366,Adresse432
2012000433,M1,Nom433,Prenom433,22/01/1982,prenom433.nom433@example.com,1846701722,Adresse433
2012000434,M1,Nom434,Prenom434,23/03/1996,prenom434.nom434@example.com,1806417674,Adresse434
2012000435,L0,Nom435,Prenom435,23/07/1989,prenom435.nom435@example.com,1392126629,Adresse435
2012000436,M1,Nom436,Prenom436,24/12/1994,prenom436.nom436@example.com,1419774752,Adresse436
2012000437,L2,Nom437,Prenom437,12/01/1981,prenom437.nom437@example.com,1445109597,Adresse437
2012000438,L2,Nom438,Prenom438,23/12/2002,prenom438.nom438@example.com,1758076211,Adresse438
2012000439,L2,Nom439,Prenom439,28/01/1994,prenom439.nom439@example.com,1348861472,Adresse439
2012000440,M0,Nom440,Prenom440,25/06/1983,prenom440.nom440@example.com,1750933937,Adresse440
2012000441,M0,Nom441,Prenom441,04/09/1986,prenom441.nom441@example.com,1000842690,Adresse441
2012000442,L0,Nom442,Prenom442,22/02/2004,prenom442.nom442@example.com,1105433334,Adresse442
2012000443,M0,Nom443,Prenom443,21/03/1992,prenom443.nom443@example.com,1697793095,Adresse443
2012000444,M0,Nom444,Prenom444,12/05/1981,prenom444.nom444@example.com,1889041600,Adresse444
2012000445,M1,Nom445,Prenom445,24/02/2004,prenom445.nom445@example.com,1339066562,Adresse445
2012000446,M0,Nom446,Prenom446,09/01/1993,prenom446.nom446@example.com,1749309015,Adresse446
2012000447,M0,Nom447,Prenom447,20/05/2001,prenom447.nom447@example.com,1616162403,Adresse447
2012000448,L0,Nom448,Prenom448,01/08/1989,prenom448.nom448@example.com,1821033397,Adresse448
2012000449,L2,Nom449,Prenom449,11/08/1988,prenom449.nom449@example.com,1291059773,Adresse449
2012000450,L1,Nom450,Prenom450,04/08/1998,prenom450.nom450@example.com,1113447570,Adresse450
2012000451,L0,Nom451,Prenom451,12/09/1980,prenom451.nom451@example.com,1139674984,Adresse451
2012000452,M0,Nom452,Prenom452,17/12/2002,prenom452.nom452@example.com,1308839126,Adresse452
2012000453,M0,Nom453,Prenom453,28/05/1997,prenom453.nom453@example.com,1691302732,Adresse453
2012000454,L1,Nom454,Prenom454,10/08/1997,prenom454.nom454@example.com,1660985491,Adresse454
2012000455,L2,Nom455,Prenom455,28/06/1998,prenom455.nom455@example.com,1608076641,Adresse455
2012000456,M0,Nom456,Prenom456,12/09/1984,prenom456.nom456@example.com,1502830363,Adresse456
2012000457,M0,Nom457,Prenom457,01/12/1983,prenom457.nom457@example.com,1704780375,Adresse457
2012000458,M1,Nom458,Prenom458,27/10/1980,prenom458.nom458@example.com,1889007658,Adresse458
2012000459,M0,Nom459,Prenom459,19/11/1981,prenom459.nom459@example.com,1890383664,Adresse459
2012000460,M0,Nom460,Prenom460,09/04/1993,prenom460.nom460@example.com,1044829775,Adresse460
2012000461,M0,Nom461,Prenom461,08/09/1992,prenom461.nom461@example.com,1091419762,Adresse461
2012000462,M1,Nom462,Prenom462,17/12/1991,prenom462.nom462@example.com,1616711594,Adresse462
2012000463,M0,Nom463,Prenom463,10/08/1988,prenom463.nom463@example.com,1439746233,Adresse463
2012000464,L1,Nom464,Prenom464,20/11/1986,prenom464.nom464@example.com,1674831100,Adresse464
2012000465,L0,Nom465,Prenom465,27/02/1980,prenom465.nom465@example.com,1556110214,Adresse465
2012000466,M0,Nom466,Prenom466,05/11/1982,prenom466.nom466@example.com,1242549453,Adresse466
2012000467,L0,Nom467,Prenom467,18/01/1984,prenom467.nom467@example.com,1132788861,Adresse467
2012000468,L2,Nom468,Prenom468,21/06/1995,prenom468.nom468@example.com,1002768731,Adresse468
2012000469,M1,Nom469,Prenom469,09/02/1999,prenom469.nom469@example.com,1426246000,Adresse469
2012000470,L2,Nom470,Prenom470,10/12/1992,prenom470.nom470@example.com,1655868259,Adresse470
2012000471,L1,Nom471,Prenom471,22/04/1981,prenom471.nom471@example.com,1704574439,Adresse471
2012000472,L0,Nom472,Prenom472,05/12/1980,prenom472.nom472@example.com,1694222822,Adresse472
2012000473,L1,Nom473,Prenom473,22/09/1998,prenom473.nom473@example.com,1673088573,Adresse473
2012000474,L1,Nom474,Prenom474,05/12/1981,prenom474.nom474@example.com,1013775220,Adresse474
2012000475,L0,Nom475,Prenom475,03/07/1999,prenom475.nom475@example.com,1885282786,Adresse475
2012000476,L2,Nom476,Prenom476,23/11/1998,prenom476.nom476@example.com,1704086872,Adresse476
2012000477,L0,Nom477,Prenom477,25/06/1982,prenom477.nom477@example.com,1711405615,Adresse477
2012000478,M1,Nom478,Prenom478,17/05/1993,prenom478.nom478@example.com,1772014162,Adresse478
2012000479,L1,Nom479,Prenom479,21/05/2003,prenom479.nom479@example.com,1073479495,Adresse479
2012000480,M1,Nom480,Prenom480,14/08/1991,prenom480.nom480@example.com,1318322128,Adresse480
2012000481,L0,Nom481,Prenom481,22/12/1996,prenom481.nom481@example.com,1793989611,Adresse481
2012000482,L1,Nom482,Prenom482,28/07/1997,prenom482.nom482@example.com,1144134612,Adresse482
2012000483,M0,Nom483,Prenom483,22/03/1988,prenom483.nom483@example.com,1200425750,Adresse483
2012000484,L1,Nom484,Prenom484,06/10/1998,prenom484.nom484@example.com,1119675809,Adresse484
2012000485,M0,Nom485,Prenom485,17/07/1990,prenom485.nom485@example.com,1896056367,Adresse485
2012000486,M1,Nom486,Prenom486,24/07/1981,prenom486.nom486@example.com,1785482943,Adresse486
2012000487,M1,Nom487,Prenom487,03/06/1996,prenom487.nom487@example.com,1702149356,Adresse487
2012000488,M1,Nom488,Prenom488,13/08/1986,prenom488.nom488@example.com,1841908315,Adresse488
2012000489,M1,Nom489,Prenom489,02/02/1985,prenom489.nom489@example.com,1515711704,Adresse489
2012000490,L0,Nom490,Prenom490,22/09/1980,prenom490.nom490@example.com,1479163071,Adresse490
2012000491,M0,Nom491,Prenom491,27/11/1983,prenom491.nom491@example.com,1624475245,Adresse491
2012000492,M1,Nom492,Prenom492,13/08/2003,prenom492.nom492@example.com,1089971259,Adresse492
2012000493,M0,Nom493,Prenom493,06/05/1999,prenom493.nom493@example.com,1332331474,Adresse493
2012000494,L1,Nom494,Prenom494,08/07/1984,prenom494.nom494@example.com,1059790859,Adresse494
2012000495,M0,Nom495,Prenom495,11/02/2001,prenom495.nom495@example.com,1633701805,Adresse495
2012000496,L1,Nom496,Prenom496,03/11/1985,prenom496.nom496@example.com,1554098833,Adresse496
2012000497,L2,Nom497,Prenom497,09/08/1991,prenom497.nom497@example.com,1795190567,Adresse497
2012000498,M1,Nom498,Prenom498,22/12/2002,prenom498.nom498@example.com,1052347077,Adresse498
2012000499,L0,Nom499,Prenom499,15/02/1980,prenom499.nom499@example.com,1038388361,Adresse499
2012000500,L0,Nom500,Prenom500,12/11/1990,prenom500.nom500@example.com,1284733124,Adresse500
2012000501,M1,Nom501,Prenom501,21/01/2003,prenom501.nom501@example.com,1716937058,Adresse501
2012000502,M1,Nom502,Prenom502,17/10/2001,prenom502.nom502@example.com,1441846199,Adresse502
2012000503,M0,Nom503,Prenom503,05/09/2003,prenom503.nom503@example.com,1837306125,Adresse503
2012000504,L2,Nom504,Prenom504,27/06/1996,prenom504.nom504@example.com,1214101486,Adresse504
2012000505,L0,Nom505,Prenom505,02/02/1997,prenom505.nom505@example.com,1483715890,Adresse505
2012000506,M1,Nom506,Prenom506,04/07/1983,prenom506.nom506@example.com,1862837236,Adresse506
2012000507,M0,Nom507,Prenom507,16/01/1998,prenom507.nom507@example.com,1763151603,Adresse507
2012000508,M1,Nom508,Prenom508,24/08/1996,prenom508.nom508@example.com,1859739641,Adresse508
2012000509,L1,Nom509,Prenom509,18/10/1992,prenom509.nom509@example.com,1193243743,Adresse509
2012000510,L0,Nom510,Prenom510,15/01/1988,prenom510.nom510@example.com,1494912650,Adresse510
2012000511,M1,Nom511,Prenom511,04/11/1994,prenom511.nom511@example.com,1099446267,Adresse511
2012000512,M0,Nom512,Prenom512,22/10/1980,prenom512.nom512@example.com,1483039830,Adresse512
2012000513,M0,Nom513,Prenom513,06/06/1982,prenom513.nom513@example.com,1703518184,Adresse513
2012000514,M1,Nom514,Prenom514,27/03/2001,prenom514.nom514@example.com,1308524732,Adresse514
2012000515,M1,Nom515,Prenom515,24/11/1981,prenom515.nom515@example.com,1846860505,Adresse515
2012000516,L0,Nom516,Prenom516,09/12/1993,prenom516.nom516@example.com,1101787626,Adresse516
2012000517,L0,Nom517,Prenom517,18/06/1997,prenom517.nom517@example.com,1254886654,Adresse517
2012000518,L2,Nom518,Prenom518,28/06/1992,prenom518.nom518@example.com,1276490386,Adresse518
2012000519,M1,Nom519,Prenom519,27/02/1987,prenom519.nom519@example.com,1223499426,Adresse519
2012000520,L2,Nom520,Prenom520,06/08/1988,prenom520.nom520@example.com,1686580347,Adresse520
2012000521,M1,Nom521,Prenom521,07/10/2004,prenom521.nom521@example.com,1502820670,Adresse521
2012000522,L1,Nom522,Prenom522,21/04/1985,prenom522.nom522@example.com,1345997710,Adresse522
2012000523,M1,Nom523,Prenom523,24/11/1993,prenom523.nom523@example.com,1420240274,Adresse523
2012000524,M1,Nom524,Prenom524,04/11/1991,prenom524.nom524@example.com,1588892089,Adresse524
2012000525,M1,Nom525,Prenom525,24/10/1981,prenom525.nom525@example.com,1789837134,Adresse525
2012000526,L1,Nom526,Prenom526,02/09/1998,prenom526.nom526@example.com,1157027719,Adresse526
2012000527,M1,Nom527,Prenom527,01/06/1984,prenom527.nom527@example.com,1806242477,Adresse527
2012000528,M0,Nom528,Prenom528,23/06/1985,prenom528.nom528@example.com,1528464329,Adresse528
2012000529,L2,Nom529,Prenom529,09/06/1993,prenom529.nom529@example.com,1053045336,Adresse529
2012000530,M0,Nom530,Prenom530,25/11/1993,prenom530.nom530@example.com,1411525776,Adresse530
2012000531,M1,Nom531,Prenom531,20/06/1996,prenom531.nom531@example.com,1764080233,Adresse531
2012000532,M0,Nom532,Prenom532,28/09/1983,prenom532.nom532@example.com,1794513094,Adresse532
2012000533,L1,Nom533,Prenom533,19/02/1997,prenom533.nom533@example.com,1288175250,Adresse533
2012000534,L0,Nom534,Prenom534,25/08/2002,prenom534.nom534@example.com,1651233395,Adresse534
2012000535,L0,Nom535,Prenom535,09/01/1988,prenom535.nom535@example.com,1725041815,Adresse535
2012000536,L1,Nom536,Prenom536,16/10/1986,prenom536.nom536@example.com,1268058427,Adresse536
2012000537,L2,Nom537,Prenom537,05/11/1983,prenom537.nom537@example.com,1696517761,Adresse537
2012000538,L2,Nom538,Prenom538,26/12/1983,prenom538.nom538@example.com,1809496500,Adresse538
2012000539,L0,Nom539,Prenom539,23/07/2002,prenom539.nom539@example.com,1042950850,Adresse539
2012000540,L0,Nom540,Prenom540,05/07/1980,prenom540.nom540@example.com,1192619211,Adresse540
2012000541,M1,Nom541,Prenom541,22/03/1986,prenom541.nom541@example.com,1620905519,Adresse541
2012000542,M0,Nom542,Prenom542,03/06/1989,prenom542.nom542@example.com,1209845024,Adresse542
2012000543,M0,Nom543,Prenom543,17/02/1988,prenom543.nom543@example.com,1615573892,Adresse543
2012000544,M0,Nom544,Prenom544,24/06/1995,prenom544.nom544@example.com,1047596734,Adresse544
2012000545,M1,Nom545,Prenom545,18/09/2004,prenom545.nom545@example.com,1684919229,Adresse545
2012000546,L1,Nom546,Prenom546,23/08/1986,prenom546.nom546@example.com,1355634575,Adresse546
2012000547,M0,Nom547,Prenom547,08/04/1990,prenom547.nom547@example.com,1427809830,Adresse547
2012000548,L2,Nom548,Prenom548,04/01/1982,prenom548.nom548@example.com,1755588527,Adresse548
2012000549,L2,Nom549,Prenom549,22/10/1984,prenom549.nom549@example.com,1840663644,Adresse549
2012000550,L2,Nom550,Prenom550,25/01/1995,prenom550.nom550@example.com,1149265876,Adresse550
2012000551,L2,Nom551,Prenom551,03/06/1983,prenom551.nom551@example.com,1194327124,Adresse551
2012000552,L0,Nom552,Prenom552,18/01/1987,prenom552.nom552@example.com,1633435803,Adresse552
2012000553,L0,Nom553,Prenom553,20/11/2001,prenom553.nom553@example.com,1455701511,Adresse553
2012000554,L2,Nom554,Prenom554,13/07/2003,prenom554.nom554@example.com,1524894608,Adresse554
2012000555,M0,Nom555,Prenom555,13/01/1986,prenom555.nom555@example.com,1286943490,Adresse555
2012000556,L2,Nom556,Prenom556,11/04/1998,prenom556.nom556@example.com,1559987572,Adresse556
2012000557,M0,Nom557,Prenom557,01/09/1987,prenom557.nom557@example.com,1586189387,Adresse557
